time
122
117
68
40
46
29
29
33
30
29
31
33
33
29
31
29
31
31
29
28
28
17
29
31
29
30
29
33
28
36
28
28
35
34
37
49
31
30
39
42
33
41
31
34
34
29
27
29
28
29
30
28
43
31
39
29
28
28
30
29
30
31
80
84
31
30
32
29
56
29
29
28
29
36
28
29
34
28
33
30
28
28
28
35
29
29
58
37
31
30
28
29
35
28
38
28
29
30
29
27
33
29
35
29
30
29
28
28
27
32
28
31
29
34
37
35
27
35
29
28
28
28
28
28
31
28
27
34
30
29
28
31
30
29
28
34
28
30
29
28
29
29
34
28
28
27
41
29
54
42
53
28
45
45
35
33
29
32
32
29
29
29
31
29
29
29
29
29
28
30
30
31
29
37
35
36
33
34
35
32
31
32
29
32
29
32
31
32
35
35
32
34
31
32
47
37
27
28
32
37
28
28
28
28
35
27
29
28
27
28
27
28
29
29
29
28
30
62
28
41
31
29
28
29
29
35
28
29
37
27
28
28
28
29
28
28
31
29
32
28
32
30
29
28
29
28
30
29
29
28
29
32
29
32
27
28
28
30
28
28
28
28
40
29
29
28
28
28
28
31
27
34
28
30
28
36
28
28
28
28
29
28
43
28
28
28
43
29
37
29
28
28
33
34
29
29
28
28
29
33
29
32
28
28
28
28
28
27
41
28
40
28
28
30
28
27
28
29
29
28
28
31
28
44
28
28
29
29
32
29
28
29
33
29
34
27
35
29
29
28
29
28
44
29
29
28
29
29
28
30
28
29
27
37
29
28
28
28
28
29
29
30
33
28
27
31
36
28
29
29
28
33
29
29
28
27
28
33
31
28
28
30
29
28
28
28
28
28
38
29
29
29
28
27
30
32
36
28
29
31
33
29
27
34
32
29
28
28
27
28
29
28
29
30
30
29
28
32
27
30
35
28
27
29
30
28
29
30
31
29
29
28
28
28
32
29
28
29
29
29
32
28
29
29
28
30
33
28
33
27
29
29
28
28
29
28
29
28
29
37
28
28
28
28
28
27
29
29
27
29
33
29
28
28
28
26
52
28
28
57
33
28
28
29
28
29
29
28
28
43
28
29
29
28
29
28
29
29
37
28
28
28
29
29
29
28
29
29
29
37
27
28
28
29
28
30
30
29
35
28
47
28
27
28
30
28
28
28
28
29
28
36
28
28
29
33
29
31
28
28
28
29
28
29
27
29
29
29
28
28
29
29
29
29
30
28
28
28
28
28
27
28
29
28
28
29
30
30
28
28
29
29
29
29
28
30
29
29
29
29
31
28
33
28
34
28
28
29
29
29
27
29
29
28
29
27
29
27
29
28
29
28
29
35
29
32
28
30
29
34
28
27
28
28
28
28
28
27
40
28
29
29
28
28
29
31
29
37
29
37
28
28
27
28
28
29
29
28
28
29
32
28
29
28
29
29
29
28
27
38
29
28
29
29
29
28
28
29
28
27
31
28
32
29
28
28
44
30
34
28
39
28
29
27
29
28
27
37
28
28
28
31
28
28
29
28
28
29
29
28
28
28
37
27
29
29
29
28
28
28
35
29
29
30
28
39
27
28
28
29
29
28
28
29
28
28
37
28
29
28
28
28
35
29
28
38
38
28
42
28
31
29
27
28
28
28
28
28
28
28
29
28
28
28
28
29
28
28
28
29
28
28
28
34
28
29
28
30
38
28
29
29
29
28
28
27
29
28
29
28
29
27
29
28
37
35
28
28
29
28
28
28
29
29
29
27
29
35
30
37
29
32
28
28
28
28
28
28
39
28
28
29
28
28
28
29
28
28
29
28
28
28
28
30
28
28
29
28
35
29
27
28
28
28
29
29
29
29
28
28
35
29
28
27
28
29
28
28
28
28
29
28
29
37
28
28
28
28
35
29
27
29
29
28
36
28
28
27
29
28
29
28
28
29
28
29
29
32
28
27
30
29
29
29
29
28
28
28
29
28
27
27
29
28
30
36
29
35
30
32
28
29
28
29
32
29
33
28
40
29
28
29
28
29
29
30
27
28
29
28
28
32
30
38
28
29
28
28
29
28
27
29
31
29
31
28
38
29
29
28
29
28
29
28
28
30
28
28
27
31
29
28
28
28
29
33
28
27
27
29
28
28
28
28
28
28
30
29
28
28
32
28
32
28
32
31
31
28
28
31
28
28
34
29
28
27
30
28
32
28
29
28
28
28
28
36
28
32
28
35
28
35
29
29
27
28
28
30
28
