time
492
109
115
65
66
66
61
60
66
64
60
60
64
64
88
114
76
77
61
64
96
52
67
63
73
61
63
61
60
70
64
74
72
69
66
61
63
63
63
60
61
64
64
63
66
62
62
72
74
84
86
107
61
99
72
65
76
63
94
88
62
78
65
62
65
60
61
61
68
74
77
72
69
63
66
69
68
69
63
62
64
67
65
69
76
61
66
61
63
63
61
72
91
64
60
62
62
62
61
61
62
63
65
66
62
60
63
61
61
61
68
62
63
61
85
64
62
62
63
65
60
61
62
60
60
65
65
66
61
65
61
60
61
60
60
67
60
64
61
62
64
67
60
61
61
61
60
63
61
63
77
62
62
60
66
61
62
64
61
60
60
62
63
60
66
61
60
60
64
61
61
61
70
63
63
61
64
61
63
62
61
62
65
62
61
63
60
61
63
67
63
62
62
62
60
62
60
60
67
72
71
61
60
61
61
60
60
65
60
61
60
63
64
60
62
61
61
60
61
80
74
73
81
63
63
71
70
70
68
71
61
61
64
60
62
68
69
63
107
71
62
63
65
64
64
69
64
63
67
64
65
69
72
96
95
72
74
70
62
73
70
79
71
67
65
65
64
61
75
87
67
111
64
69
71
68
67
62
62
67
61
65
62
61
60
61
64
61
65
60
69
63
64
66
61
69
71
74
66
69
69
68
61
61
62
65
61
80
76
60
64
61
59
69
63
72
71
64
67
72
75
66
61
77
75
66
75
75
75
70
60
69
66
64
72
68
66
63
61
66
69
66
66
70
72
63
63
69
90
73
64
62
101
102
69
71
77
67
63
64
80
65
68
74
63
82
69
67
76
61
62
88
70
64
60
61
64
65
63
69
64
63
61
66
84
70
71
67
61
67
62
60
63
81
71
64
66
65
69
70
66
71
62
67
67
63
66
71
61
63
66
64
62
67
61
73
69
70
77
75
72
67
63
65
132
63
63
88
67
88
94
62
72
62
67
60
65
64
66
63
62
62
67
64
68
62
61
62
62
61
61
63
65
67
63
60
63
69
59
62
62
69
63
70
64
64
65
63
61
63
87
63
61
77
97
67
71
67
61
63
60
71
70
64
61
65
80
64
64
65
65
63
61
62
64
63
70
76
66
63
60
72
62
62
65
61
64
61
62
65
72
64
63
67
64
63
63
62
61
60
61
61
72
64
69
63
60
62
64
79
65
66
67
62
64
64
62
62
62
67
60
72
69
62
67
64
64
66
63
67
73
70
64
63
60
72
70
64
68
62
68
62
65
63
61
62
67
75
85
68
62
62
61
61
67
64
60
62
62
68
68
85
65
66
66
62
60
65
67
72
64
71
60
60
65
64
67
62
64
62
60
61
62
64
62
68
72
64
61
62
59
60
62
64
76
72
60
65
60
65
62
63
78
65
63
63
67
68
64
61
67
61
67
67
70
70
68
64
63
65
65
65
63
61
65
62
66
60
65
67
61
71
62
67
79
61
132
65
75
68
62
88
65
61
60
63
66
67
69
61
63
63
64
69
66
64
63
63
63
72
60
64
65
68
64
62
60
61
69
61
78
66
69
71
69
60
65
60
64
63
85
60
62
70
64
62
60
62
63
66
62
60
65
60
63
61
66
60
66
67
65
64
60
63
60
63
65
68
63
65
62
65
62
61
60
60
64
64
60
63
63
62
61
85
61
60
63
64
67
69
64
62
62
63
62
62
72
61
66
61
65
62
63
67
60
70
60
64
64
67
61
59
62
73
63
65
61
64
69
61
65
65
60
65
66
64
63
60
67
64
61
60
61
62
65
67
62
60
64
60
68
71
64
62
61
61
61
62
61
60
64
62
61
60
64
66
62
65
63
60
63
61
64
65
62
63
60
63
65
65
64
63
63
64
61
63
67
67
65
64
68
66
63
62
68
62
64
65
61
62
64
70
64
62
63
64
63
61
62
62
64
63
64
66
70
63
64
63
69
62
63
62
66
63
62
73
89
67
63
66
64
65
68
63
65
62
62
62
67
62
65
65
69
68
63
78
77
67
79
69
71
66
65
62
71
70
64
63
91
69
65
68
70
72
74
72
68
64
66
76
62
64
66
72
69
63
63
65
64
64
64
62
64
61
73
68
64
65
61
63
64
63
69
62
67
70
74
81
65
75
62
64
62
71
62
67
73
73
63
81
72
81
62
65
72
70
68
67
63
72
80
77
81
64
63
64
67
62
61
65
70
65
64
68
65
79
68
64
65
65
67
64
77
83
69
67
66
64
62
